store_name,store_city,store_location,product_name,product_category,current_stock,forecasted_units_next_7_days,safety_stock,reorder_point,needs_restock,recommended_restock_quantity,days_of_inventory_remaining,unit_margin,priority_score,priority_band,latest_stock_status,out_of_stock_flag,restock_risk_flag,store_key,product_key,product_id,store_id,demand_model_used
Maven Toys Guanajuato 1,Guanajuato,Downtown,Foam Disk Launcher,Sports & Outdoors,2,3.1369752966093563,0.6273950593218713,3.7643703559312276,True,2,4.462897752217589,3.0,5.293111067793683,Low,LOW_STOCK,0,1,14,12,12,14,fallback_product_average_per_active_store
Maven Toys Toluca 2,Toluca,Commercial,Foam Disk Launcher,Sports & Outdoors,2,3.1369752966093563,0.6273950593218713,3.7643703559312276,True,2,4.462897752217589,3.0,5.293111067793683,Low,LOW_STOCK,0,1,40,12,12,40,fallback_product_average_per_active_store
Maven Toys La Paz 1,La Paz,Downtown,Magic Sand,Art & Crafts,18,17.20130185511205,3.44026037102241,20.64156222613446,True,3,7.325026969546151,2.0,5.283124452268922,Low,NORMAL_STOCK,0,0,5,19,19,5,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,Hot Wheels 5-Pack,Toys,9,9.700721071030625,1.940144214206125,11.64086528523675,True,3,6.494362587966541,2.0,5.281730570473499,Low,LOW_STOCK,0,1,9,15,15,9,product_store_holt_winters_weekly_additive
Maven Toys Chetumal 1,Chetumal,Downtown,Playdoh Can,Art & Crafts,23,23.42835765879836,4.685671531759673,28.114029190558036,True,6,6.872013921963392,1.0,5.1140291905580355,Low,NORMAL_STOCK,0,0,12,25,25,12,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Mr. Potatohead,Toys,0,0.8361001336310054,0.1672200267262011,1.0033201603572066,True,2,0.0,5.0,5.0166008017860335,Low,OUT_OF_STOCK,1,1,37,23,23,37,product_store_holt_winters_weekly_additive
Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,Splash Balls,Sports & Outdoors,0,4.144338128995981,0.8288676257991963,4.973205754795178,True,5,0.0,1.0,4.973205754795178,Low,OUT_OF_STOCK,1,1,25,31,31,25,product_store_holt_winters_weekly_additive
Maven Toys Pachuca 1,Pachuca,Downtown,Action Figure,Toys,10,9.0236978813459,1.80473957626918,10.82843745761508,True,1,7.757351910540624,6.0,4.9706247456904755,Low,LOW_STOCK,0,1,8,1,1,8,product_store_holt_winters_weekly_additive
Maven Toys Culiacan 1,Culiacan,Downtown,Dino Egg,Toys,25,24.79155421448569,4.958310842897138,29.749865057382827,True,5,7.058855547577877,1.0,4.749865057382827,Low,NORMAL_STOCK,0,0,49,9,9,49,product_store_holt_winters_weekly_additive
Maven Toys Chihuahua 1,Chihuahua,Commercial,Teddy Bear,Toys,6,6.960301691932839,1.392060338386568,8.352362030319407,True,3,6.03422119599773,2.0,4.704724060638814,Low,LOW_STOCK,0,1,23,33,33,23,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Playdoh Can,Art & Crafts,18,18.85600316940536,3.771200633881072,22.62720380328643,True,5,6.6822220418609275,1.0,4.627203803286431,Low,NORMAL_STOCK,0,0,19,25,25,19,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Classic Dominoes,Games,0,1.9100447054880705,0.38200894109761413,2.2920536465856847,True,3,0.0,2.0,4.584107293171369,Low,OUT_OF_STOCK,1,1,1,5,5,1,product_store_holt_winters_weekly_additive
Maven Toys Xalapa 2,Xalapa,Downtown,Dino Egg,Toys,6,8.817339926261752,1.7634679852523505,10.580807911514103,True,5,4.763341364996751,1.0,4.580807911514103,Low,LOW_STOCK,0,1,39,9,9,39,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Dart Gun,Sports & Outdoors,5,5.118499033394832,1.0236998066789664,6.142198840073798,True,2,6.837942094283514,4.0,4.568795360295191,Low,LOW_STOCK,0,1,1,7,7,1,product_store_holt_winters_weekly_additive
Maven Toys Santiago 1,Santiago,Downtown,Glass Marbles,Games,4,4.092921176018605,0.8185842352037209,4.9115054112223255,True,1,6.841079707094932,5.0,4.557527056111628,Low,LOW_STOCK,0,1,21,14,14,21,product_store_holt_winters_weekly_additive
Maven Toys Durango 1,Durango,Downtown,Dino Egg,Toys,4,7.111348730159799,1.4222697460319598,8.533618476191759,True,5,3.9373684321301474,1.0,4.533618476191759,Low,LOW_STOCK,0,1,43,9,9,43,product_store_holt_winters_weekly_additive
Maven Toys Guanajuato 1,Guanajuato,Downtown,Jenga,Games,0,0.5384423751040903,0.10768847502081808,0.6461308501249083,True,1,0.0,7.0,4.522915950874358,Low,unknown,1,1,14,16,16,14,fallback_product_average_per_active_store
Maven Toys Hermosillo 1,Hermosillo,Residential,Jenga,Games,0,0.5384423751040903,0.10768847502081808,0.6461308501249083,True,1,0.0,7.0,4.522915950874358,Low,unknown,1,1,32,16,16,32,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Magic Sand,Art & Crafts,15,14.348790196187966,2.8697580392375936,17.21854823542556,True,3,7.3176901023959005,2.0,4.437096470851117,Low,NORMAL_STOCK,0,0,18,19,19,18,product_store_holt_winters_weekly_additive
Maven Toys Zacatecas 1,Zacatecas,Downtown,Jenga,Games,0,0.5275623889828771,0.10551247779657542,0.6330748667794526,True,1,0.0,7.0,4.431524067456168,Low,unknown,1,1,20,16,16,20,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,Classic Dominoes,Games,3,4.342447740988259,0.8684895481976519,5.210937289185911,True,3,4.835982204640371,2.0,4.421874578371822,Low,LOW_STOCK,0,1,9,5,5,9,product_store_holt_winters_weekly_additive
Maven Toys Guanajuato 1,Guanajuato,Downtown,Hot Wheels 5-Pack,Toys,0,1.8389051516027477,0.36778103032054954,2.2066861819232972,True,3,0.0,2.0,4.4133723638465945,Low,OUT_OF_STOCK,1,1,14,15,15,14,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 4,Guadalajara,Downtown,Action Figure,Toys,11,9.771608813864688,1.9543217627729377,11.725930576637627,True,1,7.879971606184916,6.0,4.355583459825759,Low,NORMAL_STOCK,0,0,46,1,1,46,product_store_holt_winters_weekly_additive
Maven Toys Santiago 1,Santiago,Downtown,Mini Ping Pong Set,Sports & Outdoors,14,12.861170205272463,2.572234041054493,15.433404246326957,True,2,7.619835398790127,3.0,4.3002127389808695,Low,NORMAL_STOCK,0,0,21,21,21,21,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Teddy Bear,Toys,2,3.409884933510403,0.6819769867020806,4.091861920212484,True,3,4.105710389936033,2.0,4.1837238404249675,Low,LOW_STOCK,0,1,1,33,33,1,product_store_holt_winters_weekly_additive
Maven Toys Saltillo 2,Saltillo,Commercial,Action Figure,Toys,3,3.0803497378198257,0.6160699475639652,3.6964196853837907,True,1,6.817407693083298,6.0,4.178518112302744,Low,LOW_STOCK,0,1,48,1,1,48,product_store_holt_winters_weekly_additive
Maven Toys Campeche 2,Campeche,Commercial,Splash Balls,Sports & Outdoors,4,6.784721549397177,1.3569443098794354,8.141665859276612,True,5,4.126919549482145,1.0,4.141665859276612,Low,LOW_STOCK,0,1,26,31,31,26,product_store_holt_winters_weekly_additive
Maven Toys Toluca 2,Toluca,Commercial,Dart Gun,Sports & Outdoors,4,4.1937267236629205,0.8387453447325841,5.032472068395505,True,2,6.676639143416574,4.0,4.129888273582019,Low,LOW_STOCK,0,1,40,7,7,40,product_store_holt_winters_weekly_additive
Maven Toys Campeche 2,Campeche,Commercial,Playdoh Playset,Art & Crafts,4,4.187025997220079,0.8374051994440159,5.024431196664095,True,2,6.687324133786184,4.0,4.097724786656379,Low,LOW_STOCK,0,1,26,26,26,26,product_store_holt_winters_weekly_additive
Maven Toys Hermosillo 2,Hermosillo,Downtown,Splash Balls,Sports & Outdoors,18,18.40580715622924,3.6811614312458483,22.086968587475088,True,5,6.845665551665672,1.0,4.086968587475088,Low,NORMAL_STOCK,0,0,41,31,31,41,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,Deck Of Cards,Games,29,25.240842725109136,5.048168545021827,30.289011270130963,True,2,8.042520695953597,3.0,3.86703381039289,Low,NORMAL_STOCK,0,0,9,8,8,9,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Supersoaker Water Gun,Sports & Outdoors,0,1.0627248687201425,0.2125449737440285,1.275269842464171,True,2,0.0,3.0,3.8258095273925132,Low,OUT_OF_STOCK,1,1,37,32,32,37,fallback_product_average_per_active_store
Maven Toys La Paz 1,La Paz,Downtown,Classic Dominoes,Games,0,1.565514773355076,0.31310295467101523,1.8786177280260912,True,2,0.0,2.0,3.7572354560521823,Low,unknown,1,1,5,5,5,5,fallback_product_average_per_active_store
Maven Toys Cuernavaca 1,Cuernavaca,Downtown,Classic Dominoes,Games,0,1.565514773355076,0.31310295467101523,1.8786177280260912,True,2,0.0,2.0,3.7572354560521823,Low,unknown,1,1,11,5,5,11,fallback_product_average_per_active_store
Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,Classic Dominoes,Games,0,1.565514773355076,0.31310295467101523,1.8786177280260912,True,2,0.0,2.0,3.7572354560521823,Low,unknown,1,1,15,5,5,15,fallback_product_average_per_active_store
Maven Toys Toluca 2,Toluca,Commercial,Classic Dominoes,Games,0,1.565514773355076,0.31310295467101523,1.8786177280260912,True,2,0.0,2.0,3.7572354560521823,Low,unknown,1,1,40,5,5,40,fallback_product_average_per_active_store
Maven Toys Morelia 1,Morelia,Downtown,Toy Robot,Electronics,2,2.290387136558472,0.45807742731169443,2.7484645638701664,True,1,6.112503766955465,5.0,3.7423228193508318,Low,LOW_STOCK,0,1,36,34,34,36,fallback_product_average_per_active_store
Maven Toys Culiacan 1,Culiacan,Downtown,Toy Robot,Electronics,2,2.290387136558472,0.45807742731169443,2.7484645638701664,True,1,6.112503766955465,5.0,3.7423228193508318,Low,LOW_STOCK,0,1,49,34,34,49,fallback_product_average_per_active_store
Maven Toys Puebla 1,Puebla,Commercial,Dino Egg,Toys,8,9.627811272933034,1.925562254586607,11.553373527519641,True,4,5.816482938072805,1.0,3.553373527519641,Low,LOW_STOCK,0,1,19,9,9,19,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Etch A Sketch,Art & Crafts,7,6.128755945877832,1.2257511891755666,7.354507135053399,True,1,7.995097281195727,10.0,3.545071350533986,Low,LOW_STOCK,0,1,37,11,11,37,product_store_holt_winters_weekly_additive
Maven Toys Mexicali 2,Mexicali,Downtown,Teddy Bear,Toys,3,3.943987902615866,0.7887975805231733,4.73278548313904,True,2,5.324559942506838,2.0,3.4655709662780794,Low,LOW_STOCK,0,1,13,33,33,13,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Hot Wheels 5-Pack,Toys,2,3.0596096849742827,0.6119219369948565,3.671531621969139,True,2,4.57574705321201,2.0,3.3430632439382784,Low,LOW_STOCK,0,1,1,15,15,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Splash Balls,Sports & Outdoors,7,8.592945717908123,1.7185891435816245,10.311534861489747,True,4,5.702351860303456,1.0,3.311534861489747,Low,LOW_STOCK,0,1,1,31,31,1,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Teddy Bear,Toys,0,1.3287515464376476,0.2657503092875295,1.594501855725177,True,2,0.0,2.0,3.189003711450354,Low,OUT_OF_STOCK,1,1,19,33,33,19,fallback_product_average_per_active_store
Maven Toys Saltillo 2,Saltillo,Commercial,Teddy Bear,Toys,0,1.3287515464376476,0.2657503092875295,1.594501855725177,True,2,0.0,2.0,3.189003711450354,Low,OUT_OF_STOCK,1,1,48,33,33,48,fallback_product_average_per_active_store
Maven Toys Monterrey 4,Monterrey,Commercial,Playdoh Can,Art & Crafts,14,14.305186564981742,2.8610373129963484,17.16622387797809,True,4,6.85066213955561,1.0,3.1662238779780907,Low,NORMAL_STOCK,0,0,47,25,25,47,product_store_holt_winters_weekly_additive
Maven Toys Guanajuato 3,Guanajuato,Residential,Dino Egg,Toys,7,8.438865502355137,1.6877731004710275,10.126638602826164,True,4,5.806467704257755,1.0,3.126638602826164,Low,LOW_STOCK,0,1,50,9,9,50,product_store_holt_winters_weekly_additive
Maven Toys Aguascalientes 1,Aguascalientes,Downtown,Dino Egg,Toys,19,18.38083512269309,3.6761670245386178,22.057002147231707,True,4,7.235797454915278,1.0,3.0570021472317066,Low,NORMAL_STOCK,0,0,24,9,9,24,product_store_holt_winters_weekly_additive
Maven Toys La Paz 1,La Paz,Downtown,Lego Bricks,Toys,9,7.974708689052711,1.5949417378105422,9.569650426863253,True,1,7.899975090812197,5.0,2.848252134316267,Low,LOW_STOCK,0,1,5,18,18,5,product_store_holt_winters_weekly_additive
Maven Toys Xalapa 2,Xalapa,Downtown,Toy Robot,Electronics,4,3.807330729385283,0.7614661458770566,4.56879687526234,True,1,7.354233711270146,5.0,2.843984376311699,Low,LOW_STOCK,0,1,39,34,34,39,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 4,Guadalajara,Downtown,Nerf Gun,Sports & Outdoors,10,8.761989739145722,1.7523979478291445,10.514387686974867,True,1,7.989052953036769,5.0,2.571938434874337,Low,LOW_STOCK,0,1,46,24,24,46,product_store_holt_winters_weekly_additive
Maven Toys Chilpancingo 1,Chilpancingo,Downtown,Magic Sand,Art & Crafts,44,37.72892398103983,7.545784796207966,45.274708777247795,True,2,8.163498120295754,2.0,2.549417554495591,Low,NORMAL_STOCK,0,0,35,19,19,35,product_store_holt_winters_weekly_additive
Maven Toys Aguascalientes 1,Aguascalientes,Downtown,Chutes & Ladders,Games,1,1.530701325523938,0.3061402651047876,1.8368415906287254,True,1,4.573067183830912,3.0,2.5105247718861765,Low,LOW_STOCK,0,1,24,4,4,24,fallback_product_average_per_active_store
Maven Toys Saltillo 2,Saltillo,Commercial,Hot Wheels 5-Pack,Toys,3,3.4973163956760613,0.6994632791352123,4.196779674811274,True,2,6.004603994641017,2.0,2.3935593496225476,Low,LOW_STOCK,0,1,48,15,15,48,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Foam Disk Launcher,Sports & Outdoors,3,3.1369752966093563,0.6273950593218713,3.7643703559312276,True,1,6.694346628326383,3.0,2.293111067793683,Low,LOW_STOCK,0,1,1,12,12,1,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Foam Disk Launcher,Sports & Outdoors,3,3.1369752966093563,0.6273950593218713,3.7643703559312276,True,1,6.694346628326383,3.0,2.293111067793683,Low,LOW_STOCK,0,1,18,12,12,18,fallback_product_average_per_active_store
Maven Toys Guanajuato 2,Guanajuato,Commercial,Foam Disk Launcher,Sports & Outdoors,3,3.1369752966093563,0.6273950593218713,3.7643703559312276,True,1,6.694346628326383,3.0,2.293111067793683,Low,LOW_STOCK,0,1,22,12,12,22,fallback_product_average_per_active_store
Maven Toys Mexicali 1,Mexicali,Commercial,Barrel O' Slime,Art & Crafts,20,17.604518008021934,3.520903601604387,21.125421609626322,True,2,7.952504006994429,2.0,2.250843219252644,Low,NORMAL_STOCK,0,0,6,3,3,6,product_store_holt_winters_weekly_additive
Maven Toys Ciudad Victoria 1,Ciudad Victoria,Downtown,Lego Bricks,Toys,34,28.70363233309329,5.740726466618658,34.44435879971195,True,1,8.291633520040687,5.0,2.221793998559747,Low,NORMAL_STOCK,0,0,25,18,18,25,product_store_holt_winters_weekly_additive
Maven Toys Campeche 1,Campeche,Downtown,Monopoly,Games,13,11.128061994327371,2.2256123988654744,13.353674393192845,True,1,8.177524536292848,6.0,2.1220463591570713,Low,NORMAL_STOCK,0,0,10,22,22,10,product_store_holt_winters_weekly_additive
Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,Hot Wheels 5-Pack,Toys,2,2.5128593502694585,0.5025718700538917,3.01543122032335,True,2,5.571342462322356,2.0,2.0308624406467004,Low,LOW_STOCK,0,1,15,15,15,15,product_store_holt_winters_weekly_additive
Maven Toys Guanajuato 3,Guanajuato,Residential,Playdoh Can,Art & Crafts,34,30.0232424479102,6.00464848958204,36.02789093749224,True,3,7.92719175528512,1.0,2.027890937492238,Low,NORMAL_STOCK,0,0,50,25,25,50,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Monopoly,Games,2,1.9472340159336297,0.389446803186726,2.336680819120356,True,1,7.189685412971536,6.0,2.020084914722135,Low,LOW_STOCK,0,1,1,22,22,1,fallback_product_average_per_active_store
Maven Toys Durango 1,Durango,Downtown,Mr. Potatohead,Toys,2,1.9806141503670616,0.3961228300734123,2.376736980440474,True,1,7.068514580391855,5.0,1.8836849022023694,Low,LOW_STOCK,0,1,43,23,23,43,product_store_holt_winters_weekly_additive
Maven Toys Campeche 2,Campeche,Commercial,Action Figure,Toys,6,5.2474679317982496,1.04949358635965,6.296961518157899,True,1,8.00386025143503,6.0,1.7817691089473957,Low,LOW_STOCK,0,1,26,1,1,26,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Classic Dominoes,Games,2,2.404666755255474,0.4809333510510948,2.8856001063065686,True,1,5.822012538495226,2.0,1.7712002126131372,Low,LOW_STOCK,0,1,37,5,5,37,product_store_holt_winters_weekly_additive
Maven Toys Guanajuato 1,Guanajuato,Downtown,Splash Balls,Sports & Outdoors,5,5.614409637827252,1.1228819275654505,6.737291565392702,True,2,6.23395909058478,1.0,1.7372915653927024,Low,LOW_STOCK,0,1,14,31,31,14,product_store_holt_winters_weekly_additive
Maven Toys Monterrey 3,Monterrey,Airport,Playdoh Toolkit,Art & Crafts,6,6.342084159183929,1.2684168318367859,7.610500991020714,True,2,6.6224286757816175,1.0,1.6105009910207144,Low,LOW_STOCK,0,1,33,27,27,33,product_store_holt_winters_weekly_additive
Maven Toys Morelia 1,Morelia,Downtown,Classic Dominoes,Games,3,3.111798488157449,0.6223596976314898,3.7341581857889388,True,1,6.7485089667340485,2.0,1.4683163715778775,Low,LOW_STOCK,0,1,36,5,5,36,product_store_holt_winters_weekly_additive
Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,7,6.017454098753184,1.2034908197506369,7.220944918503821,True,1,8.142978607872188,6.0,1.3256695110229249,Low,LOW_STOCK,0,1,21,1,1,21,product_store_holt_winters_weekly_additive
Maven Toys Monterrey 2,Monterrey,Downtown,Toy Robot,Electronics,2,1.8812596449752437,0.3762519289950488,2.2575115739702927,True,1,7.441822311658757,5.0,1.2875578698514634,Low,LOW_STOCK,0,1,7,34,34,7,product_store_holt_winters_weekly_additive
Maven Toys Aguascalientes 1,Aguascalientes,Downtown,Hot Wheels 5-Pack,Toys,0,0.5042600562452373,0.10085201124904747,0.6051120674942847,True,1,0.0,2.0,1.2102241349885694,Low,OUT_OF_STOCK,1,1,24,15,15,24,product_store_holt_winters_weekly_additive
Maven Toys Xalapa 2,Xalapa,Downtown,Glass Marbles,Games,12,10.19848026546879,2.039696053093758,12.238176318562548,True,1,8.236521306455536,5.0,1.1908815928127403,Low,NORMAL_STOCK,0,0,39,14,14,39,product_store_holt_winters_weekly_additive
Maven Toys Guanajuato 3,Guanajuato,Residential,Teddy Bear,Toys,1,1.3287515464376476,0.2657503092875295,1.594501855725177,True,1,5.2681029939470925,2.0,1.1890037114503542,Low,LOW_STOCK,0,1,50,33,33,50,fallback_product_average_per_active_store
Maven Toys Cuernavaca 1,Cuernavaca,Downtown,Hot Wheels 5-Pack,Toys,7,6.272975752466741,1.2545951504933484,7.52757090296009,True,1,7.811284776723644,2.0,1.0551418059201794,Low,LOW_STOCK,0,1,11,15,15,11,product_store_holt_winters_weekly_additive
Maven Toys Oaxaca 1,Oaxaca,Downtown,Barrel O' Slime,Art & Crafts,55,46.27206007190793,9.254412014381586,55.526472086289516,True,1,8.320355726581017,2.0,1.052944172579032,Low,HIGH_STOCK,0,0,27,3,3,27,product_store_holt_winters_weekly_additive
Maven Toys Pachuca 1,Pachuca,Downtown,Foam Disk Launcher,Sports & Outdoors,4,3.622448730021385,0.7244897460042771,4.346938476025662,True,1,7.729577997321912,3.0,1.0408154280769866,Low,LOW_STOCK,0,1,8,12,12,8,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Supersoaker Water Gun,Sports & Outdoors,4,3.616294450432063,0.7232588900864126,4.339553340518476,True,1,7.742732342122929,3.0,1.0186600215554282,Low,LOW_STOCK,0,1,1,32,32,1,product_store_holt_winters_weekly_additive
Maven Toys Oaxaca 1,Oaxaca,Downtown,Splash Balls,Sports & Outdoors,13,11.673845421997314,2.3347690843994626,14.008614506396777,True,2,7.7952034407211235,1.0,1.0086145063967766,Low,NORMAL_STOCK,0,0,27,31,31,27,product_store_holt_winters_weekly_additive
Maven Toys Monterrey 3,Monterrey,Airport,Etch A Sketch,Art & Crafts,4,3.4100811702078846,0.682016234041577,4.092097404249461,True,1,8.210948245051032,10.0,0.9209740424946133,Low,LOW_STOCK,0,1,33,11,11,33,product_store_holt_winters_weekly_additive
Maven Toys Chetumal 1,Chetumal,Downtown,Dino Egg,Toys,14,12.39996301545175,2.4799926030903503,14.8799556185421,True,1,7.903249378879677,1.0,0.8799556185421,Low,NORMAL_STOCK,0,0,12,9,9,12,product_store_holt_winters_weekly_additive
Maven Toys Oaxaca 1,Oaxaca,Downtown,Hot Wheels 5-Pack,Toys,3,2.8258683121850448,0.565173662437009,3.3910419746220537,True,1,7.431344167542677,2.0,0.7820839492441074,Low,LOW_STOCK,0,1,27,15,15,27,product_store_holt_winters_weekly_additive
Maven Toys Villahermosa 1,Villahermosa,Downtown,Hot Wheels 5-Pack,Toys,10,8.635779911017321,1.7271559822034643,10.362935893220786,True,1,8.105811023587536,2.0,0.7258717864415729,Low,LOW_STOCK,0,1,34,15,15,34,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,14,12.209643141189524,2.441928628237905,14.651571769427429,True,1,8.026442613166527,1.0,0.651571769427429,Low,NORMAL_STOCK,0,0,37,31,31,37,product_store_holt_winters_weekly_additive
Maven Toys Xalapa 2,Xalapa,Downtown,Animal Figures,Toys,9,7.679535059828436,1.5359070119656872,9.215442071794124,True,1,8.203621639746437,3.0,0.6463262153823717,Low,LOW_STOCK,0,1,39,2,2,39,product_store_holt_winters_weekly_additive
Maven Toys Santiago 1,Santiago,Downtown,Magic Sand,Art & Crafts,49,41.06907583188638,8.213815166377277,49.28289099826365,True,1,8.351782772128802,2.0,0.5657819965273063,Low,NORMAL_STOCK,0,0,21,19,19,21,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 2,Guadalajara,Commercial,Barrel O' Slime,Art & Crafts,35,29.38481593003673,5.876963186007346,35.261779116044075,True,1,8.337639431988565,2.0,0.5235582320881491,Low,NORMAL_STOCK,0,0,3,3,3,3,product_store_holt_winters_weekly_additive
Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Hot Wheels 5-Pack,Toys,4,3.544986950291859,0.7089973900583719,4.253984340350231,True,1,7.898477594591641,2.0,0.5079686807004613,Low,LOW_STOCK,0,1,37,15,15,37,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Mr. Potatohead,Toys,2,1.7502876315474,0.35005752630948006,2.1003451578568804,True,1,7.998685329006658,5.0,0.5017257892844018,Low,LOW_STOCK,0,1,16,23,23,16,fallback_product_average_per_active_store
Maven Toys Hermosillo 3,Hermosillo,Commercial,Hot Wheels 5-Pack,Toys,3,2.651606322762081,0.5303212645524162,3.1819275873144974,True,1,7.9197276834538055,2.0,0.36385517462899486,Low,LOW_STOCK,0,1,42,15,15,42,product_store_holt_winters_weekly_additive
Maven Toys Monterrey 4,Monterrey,Commercial,Dart Gun,Sports & Outdoors,4,3.3529073346361167,0.6705814669272234,4.0234888015633405,True,1,8.350961480729016,4.0,0.09395520625336218,Low,LOW_STOCK,0,1,47,7,7,47,product_store_holt_winters_weekly_additive
Maven Toys Zacatecas 1,Zacatecas,Downtown,Playdoh Toolkit,Art & Crafts,12,10.04398294454196,2.008796588908392,12.052779533450353,True,1,8.363216112951164,1.0,0.052779533450353355,Low,NORMAL_STOCK,0,0,20,27,27,20,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Action Figure,Toys,27,9.842643697932074,1.9685287395864148,11.811172437518488,False,0,19.202158058379037,6.0,0.0,Low,NORMAL_STOCK,0,0,1,1,1,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Barrel O' Slime,Art & Crafts,32,21.53646714788541,4.307293429577082,25.843760577462493,False,0,10.400963094914745,2.0,0.0,Low,NORMAL_STOCK,0,0,1,3,3,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Chutes & Ladders,Games,6,1.530701325523938,0.3061402651047876,1.8368415906287254,False,0,27.438403102985475,3.0,0.0,Low,LOW_STOCK,0,1,1,4,4,1,fallback_product_average_per_active_store
Maven Toys Guadalajara 1,Guadalajara,Residential,Colorbuds,Electronics,79,31.27567627257513,6.255135254515026,37.53081152709016,False,0,17.681472182422866,8.0,0.0,Low,HIGH_STOCK,0,0,1,6,6,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Deck Of Cards,Games,63,18.514535545530524,3.702907109106105,22.217442654636628,False,0,23.819123029875787,3.0,0.0,Low,HIGH_STOCK,0,0,1,8,8,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Dinosaur Figures,Toys,22,3.2969405067171422,0.6593881013434285,3.956328608060571,False,0,46.70997237779768,4.0,0.0,Low,NORMAL_STOCK,0,0,1,10,10,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Etch A Sketch,Art & Crafts,19,9.856285559837223,1.9712571119674447,11.827542671804668,False,0,13.493927219596152,10.0,0.0,Low,NORMAL_STOCK,0,0,1,11,11,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Gamer Headphones,Electronics,12,0.6657518400554379,0.13315036801108757,0.7989022080665255,False,0,126.17313981889292,6.0,0.0,Low,NORMAL_STOCK,0,0,1,13,13,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Glass Marbles,Games,3,2.155761897713404,0.4311523795426808,2.586914277256085,False,0,9.741335544651058,5.0,0.0,Low,LOW_STOCK,0,1,1,14,14,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Jenga,Games,8,1.476987725941749,0.2953975451883498,1.7723852711300987,False,0,37.91500702166877,7.0,0.0,Low,LOW_STOCK,0,1,1,16,16,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Kids Makeup Kit,Art & Crafts,7,4.066976386478117,0.8133952772956236,4.880371663773741,False,0,12.04826272483784,6.0,0.0,Low,LOW_STOCK,0,1,1,17,17,1,product_store_holt_winters_weekly_additive
Maven Toys Guadalajara 1,Guadalajara,Residential,Lego Bricks,Toys,11,8.482948069934288,1.6965896139868577,10.179537683921145,False,0,9.07703305091628,5.0,0.0,Low,NORMAL_STOCK,0,0,1,18,18,1,product_store_holt_winters_weekly_additive
