latest_date,store_key,store_id,store_name,store_city,store_location,product_key,product_id,product_name,product_category,current_stock,latest_stock_status,out_of_stock_flag,restock_risk_flag,is_out_of_stock,is_restock_risk,unit_margin,product_margin
2023-09-30,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,1,1,Action Figure,Toys,0,OUT_OF_STOCK,1,1,1.0,1.0,6.0,6.0
2023-09-30,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,2,2,Animal Figures,Toys,2,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-29,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,3,3,Barrel O' Slime,Art & Crafts,3,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-28,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,6,6,Colorbuds,Electronics,14,NORMAL_STOCK,0,0,0.0,0.0,8.0,8.0
2023-09-08,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,7,7,Dart Gun,Sports & Outdoors,16,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-21,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,8,8,Deck Of Cards,Games,66,HIGH_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-30,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,9,9,Dino Egg,Toys,0,OUT_OF_STOCK,1,1,1.0,1.0,1.0,1.0
2023-09-27,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,10,10,Dinosaur Figures,Toys,84,HIGH_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-24,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,11,11,Etch A Sketch,Art & Crafts,0,OUT_OF_STOCK,1,1,1.0,1.0,10.0,10.0
2023-09-28,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,0,OUT_OF_STOCK,1,1,1.0,1.0,3.0,3.0
2023-08-22,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,13,13,Gamer Headphones,Electronics,14,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-08-13,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,14,14,Glass Marbles,Games,21,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-20,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,15,15,Hot Wheels 5-Pack,Toys,27,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-07-06,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,16,16,Jenga,Games,0,unknown,1,1,0.0,0.0,7.0,7.0
2023-09-24,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,17,17,Kids Makeup Kit,Art & Crafts,9,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-30,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,18,18,Lego Bricks,Toys,47,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-24,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,19,19,Magic Sand,Art & Crafts,49,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-22,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,9,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-24,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,23,23,Mr. Potatohead,Toys,6,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-20,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,24,24,Nerf Gun,Sports & Outdoors,24,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-24,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,25,25,Playdoh Can,Art & Crafts,37,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-07-01,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,26,26,Playdoh Playset,Art & Crafts,2,LOW_STOCK,0,1,0.0,1.0,4.0,4.0
2023-08-19,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,27,27,Playdoh Toolkit,Art & Crafts,56,HIGH_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-25,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,28,28,Playfoam,Art & Crafts,0,OUT_OF_STOCK,1,1,1.0,1.0,7.0,7.0
2022-12-30,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,29,29,Plush Pony,Toys,3,LOW_STOCK,0,1,0.0,1.0,11.0,11.0
2023-09-30,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,30,30,Rubik's Cube,Games,17,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-21,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,31,31,Splash Balls,Sports & Outdoors,24,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-06-15,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,32,32,Supersoaker Water Gun,Sports & Outdoors,7,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-22,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,33,33,Teddy Bear,Toys,3,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-28,13,13,Maven Toys Mexicali 2,Mexicali,Downtown,34,34,Toy Robot,Electronics,3,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-19,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,1,1,Action Figure,Toys,21,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-25,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,2,2,Animal Figures,Toys,5,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-30,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,3,3,Barrel O' Slime,Art & Crafts,22,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-30,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,6,6,Colorbuds,Electronics,18,NORMAL_STOCK,0,0,0.0,0.0,8.0,8.0
2023-09-08,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,7,7,Dart Gun,Sports & Outdoors,13,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-30,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,8,8,Deck Of Cards,Games,57,HIGH_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-29,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,9,9,Dino Egg,Toys,10,LOW_STOCK,0,1,0.0,1.0,1.0,1.0
2023-09-23,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,10,10,Dinosaur Figures,Toys,32,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-26,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,11,11,Etch A Sketch,Art & Crafts,10,LOW_STOCK,0,1,0.0,1.0,10.0,10.0
2023-09-20,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,2,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-12,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,13,13,Gamer Headphones,Electronics,14,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-24,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,14,14,Glass Marbles,Games,4,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-30,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,15,15,Hot Wheels 5-Pack,Toys,0,OUT_OF_STOCK,1,1,1.0,1.0,2.0,2.0
2023-08-10,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,16,16,Jenga,Games,0,unknown,1,1,0.0,0.0,7.0,7.0
2023-09-21,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,17,17,Kids Makeup Kit,Art & Crafts,14,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-30,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,18,18,Lego Bricks,Toys,7,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-16,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,19,19,Magic Sand,Art & Crafts,23,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-27,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,0,OUT_OF_STOCK,1,1,1.0,1.0,3.0,3.0
2023-09-30,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,23,23,Mr. Potatohead,Toys,4,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-29,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,24,24,Nerf Gun,Sports & Outdoors,10,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-29,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,25,25,Playdoh Can,Art & Crafts,15,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-08-04,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,27,27,Playdoh Toolkit,Art & Crafts,34,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-12,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,28,28,Playfoam,Art & Crafts,22,NORMAL_STOCK,0,0,0.0,0.0,7.0,7.0
2023-09-28,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,29,29,Plush Pony,Toys,0,OUT_OF_STOCK,1,1,1.0,1.0,11.0,11.0
2023-09-29,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,30,30,Rubik's Cube,Games,10,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-22,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,31,31,Splash Balls,Sports & Outdoors,5,LOW_STOCK,0,1,0.0,1.0,1.0,1.0
2023-09-30,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,32,32,Supersoaker Water Gun,Sports & Outdoors,2,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-20,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,33,33,Teddy Bear,Toys,2,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-09,14,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,34,34,Toy Robot,Electronics,8,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-24,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,1,1,Action Figure,Toys,24,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-29,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2,2,Animal Figures,Toys,5,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-29,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,3,3,Barrel O' Slime,Art & Crafts,3,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2022-08-07,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,5,5,Classic Dominoes,Games,0,unknown,1,1,0.0,0.0,2.0,2.0
2023-08-28,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,6,6,Colorbuds,Electronics,29,NORMAL_STOCK,0,0,0.0,0.0,8.0,8.0
2023-09-29,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,7,7,Dart Gun,Sports & Outdoors,10,LOW_STOCK,0,1,0.0,1.0,4.0,4.0
2023-09-24,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,8,8,Deck Of Cards,Games,40,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-28,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,9,9,Dino Egg,Toys,26,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-25,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,10,10,Dinosaur Figures,Toys,39,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-08-15,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,11,11,Etch A Sketch,Art & Crafts,28,NORMAL_STOCK,0,0,0.0,0.0,10.0,10.0
2023-09-28,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,0,OUT_OF_STOCK,1,1,1.0,1.0,3.0,3.0
2023-09-26,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,13,13,Gamer Headphones,Electronics,13,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-22,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,14,14,Glass Marbles,Games,20,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-24,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,15,15,Hot Wheels 5-Pack,Toys,2,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-08-03,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,16,16,Jenga,Games,0,unknown,1,1,0.0,0.0,7.0,7.0
2023-09-16,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,17,17,Kids Makeup Kit,Art & Crafts,24,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-05,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,18,18,Lego Bricks,Toys,34,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-30,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,19,19,Magic Sand,Art & Crafts,63,HIGH_STOCK,0,0,0.0,0.0,2.0,2.0
2022-06-16,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,20,20,Mini Basketball Hoop,Sports & Outdoors,0,unknown,1,1,0.0,0.0,16.0,16.0
2023-09-29,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,12,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-30,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,23,23,Mr. Potatohead,Toys,18,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-25,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,24,24,Nerf Gun,Sports & Outdoors,35,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-24,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,25,25,Playdoh Can,Art & Crafts,43,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-05-25,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,26,26,Playdoh Playset,Art & Crafts,17,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-08-21,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,27,27,Playdoh Toolkit,Art & Crafts,26,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-30,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,28,28,Playfoam,Art & Crafts,2,LOW_STOCK,0,1,0.0,1.0,7.0,7.0
2023-09-23,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,29,29,Plush Pony,Toys,13,NORMAL_STOCK,0,0,0.0,0.0,11.0,11.0
2023-09-29,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,30,30,Rubik's Cube,Games,13,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-29,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,31,31,Splash Balls,Sports & Outdoors,4,LOW_STOCK,0,1,0.0,1.0,1.0,1.0
2023-07-28,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,32,32,Supersoaker Water Gun,Sports & Outdoors,16,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-08-24,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,33,33,Teddy Bear,Toys,8,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-08-26,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,34,34,Toy Robot,Electronics,7,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2022-05-31,15,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,35,35,Uno Card Game,Games,0,unknown,1,1,0.0,0.0,4.0,4.0
2023-09-22,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,1,1,Action Figure,Toys,13,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-27,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2,2,Animal Figures,Toys,28,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-30,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,3,3,Barrel O' Slime,Art & Crafts,37,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-07-09,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,4,4,Chutes & Ladders,Games,7,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-04-09,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,5,5,Classic Dominoes,Games,14,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-21,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,6,6,Colorbuds,Electronics,27,NORMAL_STOCK,0,0,0.0,0.0,8.0,8.0
2023-09-04,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,7,7,Dart Gun,Sports & Outdoors,19,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-23,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,8,8,Deck Of Cards,Games,18,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-29,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,9,9,Dino Egg,Toys,8,LOW_STOCK,0,1,0.0,1.0,1.0,1.0
2023-08-05,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,10,10,Dinosaur Figures,Toys,43,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-08-31,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,11,11,Etch A Sketch,Art & Crafts,12,NORMAL_STOCK,0,0,0.0,0.0,10.0,10.0
2023-09-09,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,12,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-10,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,13,13,Gamer Headphones,Electronics,5,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-13,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,14,14,Glass Marbles,Games,19,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-08-30,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,15,15,Hot Wheels 5-Pack,Toys,1,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-07-16,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,16,16,Jenga,Games,14,NORMAL_STOCK,0,0,0.0,0.0,7.0,7.0
2023-09-07,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,17,17,Kids Makeup Kit,Art & Crafts,14,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-22,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,18,18,Lego Bricks,Toys,27,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-30,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,19,19,Magic Sand,Art & Crafts,29,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-07-08,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,20,20,Mini Basketball Hoop,Sports & Outdoors,2,LOW_STOCK,0,1,0.0,1.0,16.0,16.0
2023-09-30,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,54,HIGH_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-29,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,22,22,Monopoly,Games,9,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-21,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,23,23,Mr. Potatohead,Toys,2,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-18,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,24,24,Nerf Gun,Sports & Outdoors,6,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-28,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,25,25,Playdoh Can,Art & Crafts,37,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-01-16,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,26,26,Playdoh Playset,Art & Crafts,19,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-29,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,27,27,Playdoh Toolkit,Art & Crafts,15,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-27,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,28,28,Playfoam,Art & Crafts,0,OUT_OF_STOCK,1,1,1.0,1.0,7.0,7.0
2023-08-19,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,29,29,Plush Pony,Toys,7,LOW_STOCK,0,1,0.0,1.0,11.0,11.0
2023-09-17,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,30,30,Rubik's Cube,Games,49,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-22,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,31,31,Splash Balls,Sports & Outdoors,14,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-07-17,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,32,32,Supersoaker Water Gun,Sports & Outdoors,7,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-07-06,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,33,33,Teddy Bear,Toys,6,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-07,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,34,34,Toy Robot,Electronics,2,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-30,16,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,35,35,Uno Card Game,Games,6,LOW_STOCK,0,1,0.0,1.0,4.0,4.0
2023-08-31,17,17,Maven Toys Toluca 1,Toluca,Downtown,1,1,Action Figure,Toys,22,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-23,17,17,Maven Toys Toluca 1,Toluca,Downtown,2,2,Animal Figures,Toys,15,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-30,17,17,Maven Toys Toluca 1,Toluca,Downtown,3,3,Barrel O' Slime,Art & Crafts,8,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-17,17,17,Maven Toys Toluca 1,Toluca,Downtown,6,6,Colorbuds,Electronics,16,NORMAL_STOCK,0,0,0.0,0.0,8.0,8.0
2023-09-16,17,17,Maven Toys Toluca 1,Toluca,Downtown,7,7,Dart Gun,Sports & Outdoors,20,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-25,17,17,Maven Toys Toluca 1,Toluca,Downtown,8,8,Deck Of Cards,Games,20,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-30,17,17,Maven Toys Toluca 1,Toluca,Downtown,9,9,Dino Egg,Toys,7,LOW_STOCK,0,1,0.0,1.0,1.0,1.0
2023-08-08,17,17,Maven Toys Toluca 1,Toluca,Downtown,10,10,Dinosaur Figures,Toys,67,HIGH_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-21,17,17,Maven Toys Toluca 1,Toluca,Downtown,11,11,Etch A Sketch,Art & Crafts,6,LOW_STOCK,0,1,0.0,1.0,10.0,10.0
2023-09-29,17,17,Maven Toys Toluca 1,Toluca,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,10,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-30,17,17,Maven Toys Toluca 1,Toluca,Downtown,13,13,Gamer Headphones,Electronics,16,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-08-30,17,17,Maven Toys Toluca 1,Toluca,Downtown,14,14,Glass Marbles,Games,4,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-19,17,17,Maven Toys Toluca 1,Toluca,Downtown,15,15,Hot Wheels 5-Pack,Toys,11,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-08-31,17,17,Maven Toys Toluca 1,Toluca,Downtown,16,16,Jenga,Games,0,unknown,1,1,0.0,0.0,7.0,7.0
2023-09-25,17,17,Maven Toys Toluca 1,Toluca,Downtown,17,17,Kids Makeup Kit,Art & Crafts,27,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-27,17,17,Maven Toys Toluca 1,Toluca,Downtown,18,18,Lego Bricks,Toys,27,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-29,17,17,Maven Toys Toluca 1,Toluca,Downtown,19,19,Magic Sand,Art & Crafts,53,HIGH_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-13,17,17,Maven Toys Toluca 1,Toluca,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,27,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-08-12,17,17,Maven Toys Toluca 1,Toluca,Downtown,23,23,Mr. Potatohead,Toys,13,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-16,17,17,Maven Toys Toluca 1,Toluca,Downtown,24,24,Nerf Gun,Sports & Outdoors,27,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-30,17,17,Maven Toys Toluca 1,Toluca,Downtown,25,25,Playdoh Can,Art & Crafts,59,HIGH_STOCK,0,0,0.0,0.0,1.0,1.0
2023-08-05,17,17,Maven Toys Toluca 1,Toluca,Downtown,26,26,Playdoh Playset,Art & Crafts,25,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-16,17,17,Maven Toys Toluca 1,Toluca,Downtown,27,27,Playdoh Toolkit,Art & Crafts,12,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-28,17,17,Maven Toys Toluca 1,Toluca,Downtown,28,28,Playfoam,Art & Crafts,3,LOW_STOCK,0,1,0.0,1.0,7.0,7.0
2023-08-27,17,17,Maven Toys Toluca 1,Toluca,Downtown,29,29,Plush Pony,Toys,16,NORMAL_STOCK,0,0,0.0,0.0,11.0,11.0
