date,product_key,product_id,product_name,product_category,units,revenue,gross_profit,unit_margin,product_margin
2022-08-09,14,14,Glass Marbles,Games,3,32.97,15.0,5.0,5.0
2022-08-09,15,15,Hot Wheels 5-Pack,Toys,39,233.61,78.0,2.0,2.0
2022-08-09,16,16,Jenga,Games,21,209.79,147.0,7.0,7.0
2022-08-09,17,17,Kids Makeup Kit,Art & Crafts,13,259.87,78.0,6.0,6.0
2022-08-09,18,18,Lego Bricks,Toys,12,479.88,60.0,5.0,5.0
2022-08-09,21,21,Mini Ping Pong Set,Sports & Outdoors,11,109.89,33.0,3.0,3.0
2022-08-09,24,24,Nerf Gun,Sports & Outdoors,24,479.76,120.0,5.0,5.0
2022-08-09,25,25,Playdoh Can,Art & Crafts,254,759.46,254.0,1.0,1.0
2022-08-09,26,26,Playdoh Playset,Art & Crafts,26,649.74,104.0,4.0,4.0
2022-08-09,27,27,Playdoh Toolkit,Art & Crafts,51,254.49,51.0,1.0,1.0
2022-08-09,30,30,Rubik's Cube,Games,58,1159.4199999999998,116.0,2.0,2.0
2022-08-09,31,31,Splash Balls,Sports & Outdoors,100,899.0,100.0,1.0,1.0
2022-08-09,32,32,Supersoaker Water Gun,Sports & Outdoors,13,194.87,39.0,3.0,3.0
2022-08-09,33,33,Teddy Bear,Toys,14,181.86,28.0,2.0,2.0
2022-08-09,35,35,Uno Card Game,Games,5,39.95,20.0,4.0,4.0
2022-08-10,1,1,Action Figure,Toys,102,1630.98,612.0,6.0,6.0
2022-08-10,2,2,Animal Figures,Toys,29,376.71,87.0,3.0,3.0
2022-08-10,4,4,Chutes & Ladders,Games,13,168.87,39.0,3.0,3.0
2022-08-10,5,5,Classic Dominoes,Games,13,129.87,26.0,2.0,2.0
2022-08-10,6,6,Colorbuds,Electronics,177,2653.23,1416.0,8.0,8.0
2022-08-10,7,7,Dart Gun,Sports & Outdoors,6,95.94,24.0,4.0,4.0
2022-08-10,8,8,Deck Of Cards,Games,208,1453.92,624.0,3.0,3.0
2022-08-10,10,10,Dinosaur Figures,Toys,48,719.52,192.0,4.0,4.0
2022-08-10,13,13,Gamer Headphones,Electronics,12,251.88,72.0,6.0,6.0
2022-08-10,14,14,Glass Marbles,Games,20,219.8,100.0,5.0,5.0
2022-08-10,15,15,Hot Wheels 5-Pack,Toys,32,191.68,64.0,2.0,2.0
2022-08-10,16,16,Jenga,Games,38,379.62,266.0,7.0,7.0
2022-08-10,17,17,Kids Makeup Kit,Art & Crafts,33,659.67,198.0,6.0,6.0
2022-08-10,21,21,Mini Ping Pong Set,Sports & Outdoors,4,39.96,12.0,3.0,3.0
2022-08-10,24,24,Nerf Gun,Sports & Outdoors,23,459.77,115.0,5.0,5.0
2022-08-10,25,25,Playdoh Can,Art & Crafts,84,251.16000000000003,84.0,1.0,1.0
2022-08-10,27,27,Playdoh Toolkit,Art & Crafts,133,663.6700000000001,133.0,1.0,1.0
2022-08-10,30,30,Rubik's Cube,Games,91,1819.09,182.0,2.0,2.0
2022-08-10,31,31,Splash Balls,Sports & Outdoors,220,1977.8,220.0,1.0,1.0
2022-08-10,32,32,Supersoaker Water Gun,Sports & Outdoors,22,329.78000000000003,66.0,3.0,3.0
2022-08-10,34,34,Toy Robot,Electronics,24,623.76,120.0,5.0,5.0
2022-08-11,1,1,Action Figure,Toys,131,2094.69,786.0,6.0,6.0
2022-08-11,2,2,Animal Figures,Toys,37,480.63,111.0,3.0,3.0
2022-08-11,5,5,Classic Dominoes,Games,15,149.85,30.0,2.0,2.0
2022-08-11,6,6,Colorbuds,Electronics,263,3942.37,2104.0,8.0,8.0
2022-08-11,7,7,Dart Gun,Sports & Outdoors,23,367.77,92.0,4.0,4.0
2022-08-11,8,8,Deck Of Cards,Games,69,482.31,207.0,3.0,3.0
2022-08-11,10,10,Dinosaur Figures,Toys,40,599.6,160.0,4.0,4.0
2022-08-11,13,13,Gamer Headphones,Electronics,26,545.74,156.0,6.0,6.0
2022-08-11,14,14,Glass Marbles,Games,78,857.22,390.0,5.0,5.0
2022-08-11,15,15,Hot Wheels 5-Pack,Toys,102,610.98,204.0,2.0,2.0
2022-08-11,16,16,Jenga,Games,21,209.79,147.0,7.0,7.0
2022-08-11,17,17,Kids Makeup Kit,Art & Crafts,23,459.77,138.0,6.0,6.0
2022-08-11,21,21,Mini Ping Pong Set,Sports & Outdoors,58,579.42,174.0,3.0,3.0
2022-08-11,22,22,Monopoly,Games,15,299.84999999999997,90.0,6.0,6.0
2022-08-11,24,24,Nerf Gun,Sports & Outdoors,15,299.84999999999997,75.0,5.0,5.0
2022-08-11,25,25,Playdoh Can,Art & Crafts,172,514.28,172.0,1.0,1.0
2022-08-11,26,26,Playdoh Playset,Art & Crafts,11,274.89,44.0,4.0,4.0
2022-08-11,27,27,Playdoh Toolkit,Art & Crafts,59,294.41,59.0,1.0,1.0
2022-08-11,29,29,Plush Pony,Toys,4,79.96,44.0,11.0,11.0
2022-08-11,30,30,Rubik's Cube,Games,51,1019.4899999999999,102.0,2.0,2.0
2022-08-11,31,31,Splash Balls,Sports & Outdoors,86,773.14,86.0,1.0,1.0
2022-08-11,32,32,Supersoaker Water Gun,Sports & Outdoors,43,644.57,129.0,3.0,3.0
2022-08-11,34,34,Toy Robot,Electronics,31,805.6899999999999,155.0,5.0,5.0
2022-08-12,1,1,Action Figure,Toys,140,2238.6,840.0,6.0,6.0
2022-08-12,2,2,Animal Figures,Toys,72,935.28,216.0,3.0,3.0
2022-08-12,6,6,Colorbuds,Electronics,123,1843.77,984.0,8.0,8.0
2022-08-12,7,7,Dart Gun,Sports & Outdoors,178,2846.2200000000003,712.0,4.0,4.0
2022-08-12,8,8,Deck Of Cards,Games,191,1335.09,573.0,3.0,3.0
2022-08-12,10,10,Dinosaur Figures,Toys,34,509.66,136.0,4.0,4.0
2022-08-12,13,13,Gamer Headphones,Electronics,6,125.94,36.0,6.0,6.0
2022-08-12,14,14,Glass Marbles,Games,23,252.77,115.0,5.0,5.0
2022-08-12,15,15,Hot Wheels 5-Pack,Toys,53,317.47,106.0,2.0,2.0
2022-08-12,16,16,Jenga,Games,40,399.6,280.0,7.0,7.0
2022-08-12,17,17,Kids Makeup Kit,Art & Crafts,25,499.74999999999994,150.0,6.0,6.0
2022-08-12,21,21,Mini Ping Pong Set,Sports & Outdoors,81,809.19,243.0,3.0,3.0
2022-08-12,22,22,Monopoly,Games,9,179.91,54.0,6.0,6.0
2022-08-12,24,24,Nerf Gun,Sports & Outdoors,28,559.7199999999999,140.0,5.0,5.0
2022-08-12,25,25,Playdoh Can,Art & Crafts,276,825.24,276.0,1.0,1.0
2022-08-12,26,26,Playdoh Playset,Art & Crafts,28,699.7199999999999,112.0,4.0,4.0
2022-08-12,27,27,Playdoh Toolkit,Art & Crafts,108,538.9200000000001,108.0,1.0,1.0
2022-08-12,29,29,Plush Pony,Toys,12,239.88,132.0,11.0,11.0
2022-08-12,30,30,Rubik's Cube,Games,93,1859.07,186.0,2.0,2.0
2022-08-12,31,31,Splash Balls,Sports & Outdoors,204,1833.96,204.0,1.0,1.0
2022-08-12,32,32,Supersoaker Water Gun,Sports & Outdoors,8,119.92,24.0,3.0,3.0
2022-08-12,33,33,Teddy Bear,Toys,9,116.91,18.0,2.0,2.0
2022-08-12,34,34,Toy Robot,Electronics,8,207.92,40.0,5.0,5.0
2022-08-13,1,1,Action Figure,Toys,122,1950.78,732.0,6.0,6.0
2022-08-13,2,2,Animal Figures,Toys,104,1350.96,312.0,3.0,3.0
2022-08-13,4,4,Chutes & Ladders,Games,15,194.85,45.0,3.0,3.0
2022-08-13,5,5,Classic Dominoes,Games,14,139.86,28.0,2.0,2.0
2022-08-13,6,6,Colorbuds,Electronics,256,3837.44,2048.0,8.0,8.0
2022-08-13,7,7,Dart Gun,Sports & Outdoors,49,783.51,196.0,4.0,4.0
2022-08-13,8,8,Deck Of Cards,Games,209,1460.91,627.0,3.0,3.0
2022-08-13,10,10,Dinosaur Figures,Toys,31,464.69,124.0,4.0,4.0
2022-08-13,13,13,Gamer Headphones,Electronics,11,230.89,66.0,6.0,6.0
2022-08-13,14,14,Glass Marbles,Games,38,417.62,190.0,5.0,5.0
2022-08-13,15,15,Hot Wheels 5-Pack,Toys,100,599.0,200.0,2.0,2.0
2022-08-13,16,16,Jenga,Games,87,869.13,609.0,7.0,7.0
2022-08-13,17,17,Kids Makeup Kit,Art & Crafts,44,879.56,264.0,6.0,6.0
2022-08-13,20,20,Mini Basketball Hoop,Sports & Outdoors,8,199.92,128.0,16.0,16.0
2022-08-13,21,21,Mini Ping Pong Set,Sports & Outdoors,22,219.78,66.0,3.0,3.0
2022-08-13,24,24,Nerf Gun,Sports & Outdoors,55,1099.4499999999998,275.0,5.0,5.0
2022-08-13,25,25,Playdoh Can,Art & Crafts,118,352.82000000000005,118.0,1.0,1.0
2022-08-13,26,26,Playdoh Playset,Art & Crafts,6,149.94,24.0,4.0,4.0
2022-08-13,27,27,Playdoh Toolkit,Art & Crafts,112,558.88,112.0,1.0,1.0
2022-08-13,29,29,Plush Pony,Toys,31,619.6899999999999,341.0,11.0,11.0
2022-08-13,30,30,Rubik's Cube,Games,97,1939.0299999999997,194.0,2.0,2.0
2022-08-13,31,31,Splash Balls,Sports & Outdoors,372,3344.28,372.0,1.0,1.0
2022-08-13,32,32,Supersoaker Water Gun,Sports & Outdoors,6,89.94,18.0,3.0,3.0
2022-08-13,33,33,Teddy Bear,Toys,1,12.99,2.0,2.0,2.0
2022-08-13,34,34,Toy Robot,Electronics,12,311.88,60.0,5.0,5.0
2022-08-14,1,1,Action Figure,Toys,86,1375.14,516.0,6.0,6.0
2022-08-14,2,2,Animal Figures,Toys,64,831.36,192.0,3.0,3.0
2022-08-14,6,6,Colorbuds,Electronics,351,5261.49,2808.0,8.0,8.0
2022-08-14,7,7,Dart Gun,Sports & Outdoors,69,1103.31,276.0,4.0,4.0
2022-08-14,8,8,Deck Of Cards,Games,66,461.34000000000003,198.0,3.0,3.0
2022-08-14,10,10,Dinosaur Figures,Toys,58,869.42,232.0,4.0,4.0
2022-08-14,14,14,Glass Marbles,Games,34,373.66,170.0,5.0,5.0
2022-08-14,15,15,Hot Wheels 5-Pack,Toys,29,173.71,58.0,2.0,2.0
2022-08-14,16,16,Jenga,Games,64,639.36,448.0,7.0,7.0
2022-08-14,17,17,Kids Makeup Kit,Art & Crafts,19,379.80999999999995,114.0,6.0,6.0
2022-08-14,24,24,Nerf Gun,Sports & Outdoors,5,99.94999999999999,25.0,5.0,5.0
2022-08-14,25,25,Playdoh Can,Art & Crafts,196,586.0400000000001,196.0,1.0,1.0
2022-08-14,26,26,Playdoh Playset,Art & Crafts,9,224.91,36.0,4.0,4.0
2022-08-14,27,27,Playdoh Toolkit,Art & Crafts,28,139.72,28.0,1.0,1.0
2022-08-14,29,29,Plush Pony,Toys,21,419.78999999999996,231.0,11.0,11.0
2022-08-14,30,30,Rubik's Cube,Games,2,39.98,4.0,2.0,2.0
2022-08-14,31,31,Splash Balls,Sports & Outdoors,82,737.1800000000001,82.0,1.0,1.0
2022-08-14,32,32,Supersoaker Water Gun,Sports & Outdoors,2,29.98,6.0,3.0,3.0
2022-08-14,34,34,Toy Robot,Electronics,16,415.84,80.0,5.0,5.0
2022-08-14,35,35,Uno Card Game,Games,14,111.86,56.0,4.0,4.0
2022-08-15,1,1,Action Figure,Toys,34,543.66,204.0,6.0,6.0
2022-08-15,2,2,Animal Figures,Toys,18,233.82,54.0,3.0,3.0
2022-08-15,5,5,Classic Dominoes,Games,11,109.89,22.0,2.0,2.0
2022-08-15,6,6,Colorbuds,Electronics,199,2983.01,1592.0,8.0,8.0
2022-08-15,7,7,Dart Gun,Sports & Outdoors,7,111.93,28.0,4.0,4.0
2022-08-15,8,8,Deck Of Cards,Games,26,181.74,78.0,3.0,3.0
2022-08-15,10,10,Dinosaur Figures,Toys,29,434.71,116.0,4.0,4.0
2022-08-15,13,13,Gamer Headphones,Electronics,36,755.64,216.0,6.0,6.0
2022-08-15,15,15,Hot Wheels 5-Pack,Toys,43,257.57,86.0,2.0,2.0
2022-08-15,16,16,Jenga,Games,5,49.95,35.0,7.0,7.0
2022-08-15,17,17,Kids Makeup Kit,Art & Crafts,41,819.5899999999999,246.0,6.0,6.0
2022-08-15,19,19,Magic Sand,Art & Crafts,1,15.99,2.0,2.0,2.0
2022-08-15,23,23,Mr. Potatohead,Toys,12,119.88,60.0,5.0,5.0
2022-08-15,24,24,Nerf Gun,Sports & Outdoors,19,379.80999999999995,95.0,5.0,5.0
2022-08-15,25,25,Playdoh Can,Art & Crafts,134,400.66,134.0,1.0,1.0
2022-08-15,26,26,Playdoh Playset,Art & Crafts,40,999.5999999999999,160.0,4.0,4.0
2022-08-15,27,27,Playdoh Toolkit,Art & Crafts,54,269.46000000000004,54.0,1.0,1.0
2022-08-15,29,29,Plush Pony,Toys,9,179.91,99.0,11.0,11.0
2022-08-15,30,30,Rubik's Cube,Games,33,659.67,66.0,2.0,2.0
2022-08-15,31,31,Splash Balls,Sports & Outdoors,108,970.92,108.0,1.0,1.0
2022-08-15,34,34,Toy Robot,Electronics,6,155.94,30.0,5.0,5.0
2022-08-16,1,1,Action Figure,Toys,92,1471.08,552.0,6.0,6.0
2022-08-16,2,2,Animal Figures,Toys,51,662.49,153.0,3.0,3.0
2022-08-16,6,6,Colorbuds,Electronics,152,2278.48,1216.0,8.0,8.0
2022-08-16,7,7,Dart Gun,Sports & Outdoors,71,1135.29,284.0,4.0,4.0
2022-08-16,8,8,Deck Of Cards,Games,104,726.96,312.0,3.0,3.0
2022-08-16,10,10,Dinosaur Figures,Toys,31,464.69,124.0,4.0,4.0
2022-08-16,13,13,Gamer Headphones,Electronics,11,230.89,66.0,6.0,6.0
2022-08-16,14,14,Glass Marbles,Games,5,54.95,25.0,5.0,5.0
2022-08-16,15,15,Hot Wheels 5-Pack,Toys,70,419.3,140.0,2.0,2.0
2022-08-16,16,16,Jenga,Games,33,329.67,231.0,7.0,7.0
2022-08-16,20,20,Mini Basketball Hoop,Sports & Outdoors,7,174.92999999999998,112.0,16.0,16.0
2022-08-16,22,22,Monopoly,Games,8,159.92,48.0,6.0,6.0
2022-08-16,24,24,Nerf Gun,Sports & Outdoors,11,219.89,55.0,5.0,5.0
2022-08-16,25,25,Playdoh Can,Art & Crafts,196,586.0400000000001,196.0,1.0,1.0
2022-08-16,26,26,Playdoh Playset,Art & Crafts,41,1024.59,164.0,4.0,4.0
2022-08-16,27,27,Playdoh Toolkit,Art & Crafts,65,324.35,65.0,1.0,1.0
2022-08-16,29,29,Plush Pony,Toys,8,159.92,88.0,11.0,11.0
2022-08-16,30,30,Rubik's Cube,Games,39,779.6099999999999,78.0,2.0,2.0
2022-08-16,31,31,Splash Balls,Sports & Outdoors,199,1789.01,199.0,1.0,1.0
2022-08-16,32,32,Supersoaker Water Gun,Sports & Outdoors,39,584.61,117.0,3.0,3.0
2022-08-17,1,1,Action Figure,Toys,22,351.78000000000003,132.0,6.0,6.0
2022-08-17,2,2,Animal Figures,Toys,38,493.62,114.0,3.0,3.0
2022-08-17,4,4,Chutes & Ladders,Games,10,129.9,30.0,3.0,3.0
2022-08-17,6,6,Colorbuds,Electronics,262,3927.38,2096.0,8.0,8.0
2022-08-17,7,7,Dart Gun,Sports & Outdoors,43,687.57,172.0,4.0,4.0
2022-08-17,8,8,Deck Of Cards,Games,128,894.72,384.0,3.0,3.0
2022-08-17,10,10,Dinosaur Figures,Toys,44,659.56,176.0,4.0,4.0
2022-08-17,13,13,Gamer Headphones,Electronics,16,335.84,96.0,6.0,6.0
2022-08-17,14,14,Glass Marbles,Games,36,395.64,180.0,5.0,5.0
2022-08-17,15,15,Hot Wheels 5-Pack,Toys,32,191.68,64.0,2.0,2.0
2022-08-17,16,16,Jenga,Games,61,609.39,427.0,7.0,7.0
2022-08-17,17,17,Kids Makeup Kit,Art & Crafts,39,779.6099999999999,234.0,6.0,6.0
2022-08-17,18,18,Lego Bricks,Toys,15,599.85,75.0,5.0,5.0
2022-08-17,20,20,Mini Basketball Hoop,Sports & Outdoors,3,74.97,48.0,16.0,16.0
2022-08-17,23,23,Mr. Potatohead,Toys,7,69.93,35.0,5.0,5.0
2022-08-17,24,24,Nerf Gun,Sports & Outdoors,25,499.74999999999994,125.0,5.0,5.0
2022-08-17,25,25,Playdoh Can,Art & Crafts,187,559.13,187.0,1.0,1.0
2022-08-17,26,26,Playdoh Playset,Art & Crafts,45,1124.55,180.0,4.0,4.0
2022-08-17,27,27,Playdoh Toolkit,Art & Crafts,10,49.900000000000006,10.0,1.0,1.0
2022-08-17,29,29,Plush Pony,Toys,5,99.94999999999999,55.0,11.0,11.0
2022-08-17,30,30,Rubik's Cube,Games,25,499.74999999999994,50.0,2.0,2.0
2022-08-17,31,31,Splash Balls,Sports & Outdoors,76,683.24,76.0,1.0,1.0
2022-08-17,32,32,Supersoaker Water Gun,Sports & Outdoors,15,224.85,45.0,3.0,3.0
2022-08-18,1,1,Action Figure,Toys,103,1646.97,618.0,6.0,6.0
2022-08-18,2,2,Animal Figures,Toys,79,1026.21,237.0,3.0,3.0
2022-08-18,4,4,Chutes & Ladders,Games,30,389.7,90.0,3.0,3.0
2022-08-18,6,6,Colorbuds,Electronics,187,2803.13,1496.0,8.0,8.0
2022-08-18,7,7,Dart Gun,Sports & Outdoors,79,1263.21,316.0,4.0,4.0
2022-08-18,8,8,Deck Of Cards,Games,168,1174.32,504.0,3.0,3.0
2022-08-18,10,10,Dinosaur Figures,Toys,79,1184.21,316.0,4.0,4.0
2022-08-18,13,13,Gamer Headphones,Electronics,45,944.55,270.0,6.0,6.0
2022-08-18,14,14,Glass Marbles,Games,39,428.61,195.0,5.0,5.0
2022-08-18,15,15,Hot Wheels 5-Pack,Toys,17,101.83,34.0,2.0,2.0
2022-08-18,16,16,Jenga,Games,6,59.94,42.0,7.0,7.0
2022-08-18,17,17,Kids Makeup Kit,Art & Crafts,4,79.96,24.0,6.0,6.0
2022-08-18,18,18,Lego Bricks,Toys,24,959.76,120.0,5.0,5.0
2022-08-18,21,21,Mini Ping Pong Set,Sports & Outdoors,41,409.59,123.0,3.0,3.0
2022-08-18,23,23,Mr. Potatohead,Toys,1,9.99,5.0,5.0,5.0
2022-08-18,25,25,Playdoh Can,Art & Crafts,182,544.1800000000001,182.0,1.0,1.0
2022-08-18,26,26,Playdoh Playset,Art & Crafts,8,199.92,32.0,4.0,4.0
2022-08-18,27,27,Playdoh Toolkit,Art & Crafts,14,69.86,14.0,1.0,1.0
2022-08-18,29,29,Plush Pony,Toys,44,879.56,484.0,11.0,11.0
2022-08-18,30,30,Rubik's Cube,Games,26,519.74,52.0,2.0,2.0
2022-08-18,31,31,Splash Balls,Sports & Outdoors,86,773.14,86.0,1.0,1.0
2022-08-18,32,32,Supersoaker Water Gun,Sports & Outdoors,26,389.74,78.0,3.0,3.0
2022-08-18,34,34,Toy Robot,Electronics,21,545.79,105.0,5.0,5.0
2022-08-19,1,1,Action Figure,Toys,107,1710.93,642.0,6.0,6.0
2022-08-19,2,2,Animal Figures,Toys,51,662.49,153.0,3.0,3.0
2022-08-19,5,5,Classic Dominoes,Games,15,149.85,30.0,2.0,2.0
2022-08-19,6,6,Colorbuds,Electronics,238,3567.62,1904.0,8.0,8.0
2022-08-19,7,7,Dart Gun,Sports & Outdoors,43,687.57,172.0,4.0,4.0
2022-08-19,8,8,Deck Of Cards,Games,317,2215.83,951.0,3.0,3.0
2022-08-19,10,10,Dinosaur Figures,Toys,57,854.4300000000001,228.0,4.0,4.0
2022-08-19,13,13,Gamer Headphones,Electronics,24,503.76,144.0,6.0,6.0
2022-08-19,14,14,Glass Marbles,Games,13,142.87,65.0,5.0,5.0
2022-08-19,15,15,Hot Wheels 5-Pack,Toys,130,778.7,260.0,2.0,2.0
2022-08-19,16,16,Jenga,Games,65,649.35,455.0,7.0,7.0
2022-08-19,17,17,Kids Makeup Kit,Art & Crafts,14,279.85999999999996,84.0,6.0,6.0
2022-08-19,18,18,Lego Bricks,Toys,126,5038.74,630.0,5.0,5.0
2022-08-19,20,20,Mini Basketball Hoop,Sports & Outdoors,5,124.94999999999999,80.0,16.0,16.0
2022-08-19,21,21,Mini Ping Pong Set,Sports & Outdoors,110,1098.9,330.0,3.0,3.0
2022-08-19,24,24,Nerf Gun,Sports & Outdoors,6,119.94,30.0,5.0,5.0
2022-08-19,25,25,Playdoh Can,Art & Crafts,246,735.5400000000001,246.0,1.0,1.0
2022-08-19,26,26,Playdoh Playset,Art & Crafts,14,349.85999999999996,56.0,4.0,4.0
2022-08-19,27,27,Playdoh Toolkit,Art & Crafts,35,174.65,35.0,1.0,1.0
2022-08-19,29,29,Plush Pony,Toys,21,419.78999999999996,231.0,11.0,11.0
2022-08-19,30,30,Rubik's Cube,Games,49,979.5099999999999,98.0,2.0,2.0
2022-08-19,31,31,Splash Balls,Sports & Outdoors,77,692.23,77.0,1.0,1.0
2022-08-19,34,34,Toy Robot,Electronics,24,623.76,120.0,5.0,5.0
2022-08-20,1,1,Action Figure,Toys,92,1471.08,552.0,6.0,6.0
2022-08-20,2,2,Animal Figures,Toys,64,831.36,192.0,3.0,3.0
2022-08-20,4,4,Chutes & Ladders,Games,12,155.88,36.0,3.0,3.0
2022-08-20,5,5,Classic Dominoes,Games,30,299.7,60.0,2.0,2.0
2022-08-20,6,6,Colorbuds,Electronics,125,1873.75,1000.0,8.0,8.0
2022-08-20,7,7,Dart Gun,Sports & Outdoors,25,399.75,100.0,4.0,4.0
2022-08-20,8,8,Deck Of Cards,Games,167,1167.33,501.0,3.0,3.0
2022-08-20,10,10,Dinosaur Figures,Toys,136,2038.64,544.0,4.0,4.0
2022-08-20,13,13,Gamer Headphones,Electronics,78,1637.2199999999998,468.0,6.0,6.0
2022-08-20,14,14,Glass Marbles,Games,78,857.22,390.0,5.0,5.0
2022-08-20,15,15,Hot Wheels 5-Pack,Toys,109,652.91,218.0,2.0,2.0
2022-08-20,16,16,Jenga,Games,43,429.57,301.0,7.0,7.0
2022-08-20,17,17,Kids Makeup Kit,Art & Crafts,13,259.87,78.0,6.0,6.0
2022-08-20,18,18,Lego Bricks,Toys,45,1799.5500000000002,225.0,5.0,5.0
2022-08-20,19,19,Magic Sand,Art & Crafts,8,127.92,16.0,2.0,2.0
2022-08-20,21,21,Mini Ping Pong Set,Sports & Outdoors,63,629.37,189.0,3.0,3.0
2022-08-20,22,22,Monopoly,Games,2,39.98,12.0,6.0,6.0
2022-08-20,24,24,Nerf Gun,Sports & Outdoors,34,679.66,170.0,5.0,5.0
2022-08-20,25,25,Playdoh Can,Art & Crafts,292,873.08,292.0,1.0,1.0
2022-08-20,26,26,Playdoh Playset,Art & Crafts,14,349.85999999999996,56.0,4.0,4.0
2022-08-20,27,27,Playdoh Toolkit,Art & Crafts,56,279.44,56.0,1.0,1.0
2022-08-20,29,29,Plush Pony,Toys,22,439.78,242.0,11.0,11.0
2022-08-20,30,30,Rubik's Cube,Games,53,1059.47,106.0,2.0,2.0
2022-08-20,31,31,Splash Balls,Sports & Outdoors,166,1492.34,166.0,1.0,1.0
2022-08-20,34,34,Toy Robot,Electronics,16,415.84,80.0,5.0,5.0
2022-08-21,1,1,Action Figure,Toys,79,1263.21,474.0,6.0,6.0
2022-08-21,2,2,Animal Figures,Toys,24,311.76,72.0,3.0,3.0
2022-08-21,3,3,Barrel O' Slime,Art & Crafts,4,15.96,8.0,2.0,2.0
2022-08-21,4,4,Chutes & Ladders,Games,10,129.9,30.0,3.0,3.0
2022-08-21,6,6,Colorbuds,Electronics,197,2953.03,1576.0,8.0,8.0
2022-08-21,7,7,Dart Gun,Sports & Outdoors,9,143.91,36.0,4.0,4.0
2022-08-21,8,8,Deck Of Cards,Games,49,342.51,147.0,3.0,3.0
2022-08-21,10,10,Dinosaur Figures,Toys,2,29.98,8.0,4.0,4.0
2022-08-21,13,13,Gamer Headphones,Electronics,14,293.85999999999996,84.0,6.0,6.0
2022-08-21,14,14,Glass Marbles,Games,20,219.8,100.0,5.0,5.0
2022-08-21,15,15,Hot Wheels 5-Pack,Toys,34,203.66,68.0,2.0,2.0
2022-08-21,16,16,Jenga,Games,24,239.76,168.0,7.0,7.0
2022-08-21,17,17,Kids Makeup Kit,Art & Crafts,20,399.79999999999995,120.0,6.0,6.0
2022-08-21,18,18,Lego Bricks,Toys,46,1839.5400000000002,230.0,5.0,5.0
2022-08-21,20,20,Mini Basketball Hoop,Sports & Outdoors,8,199.92,128.0,16.0,16.0
2022-08-21,21,21,Mini Ping Pong Set,Sports & Outdoors,6,59.94,18.0,3.0,3.0
2022-08-21,22,22,Monopoly,Games,9,179.91,54.0,6.0,6.0
2022-08-21,25,25,Playdoh Can,Art & Crafts,145,433.55,145.0,1.0,1.0
2022-08-21,26,26,Playdoh Playset,Art & Crafts,7,174.92999999999998,28.0,4.0,4.0
2022-08-21,27,27,Playdoh Toolkit,Art & Crafts,44,219.56,44.0,1.0,1.0
2022-08-21,29,29,Plush Pony,Toys,25,499.74999999999994,275.0,11.0,11.0
2022-08-21,30,30,Rubik's Cube,Games,14,279.85999999999996,28.0,2.0,2.0
2022-08-21,31,31,Splash Balls,Sports & Outdoors,18,161.82,18.0,1.0,1.0
2022-08-21,32,32,Supersoaker Water Gun,Sports & Outdoors,31,464.69,93.0,3.0,3.0
2022-08-21,34,34,Toy Robot,Electronics,11,285.89,55.0,5.0,5.0
2022-08-21,35,35,Uno Card Game,Games,21,167.79,84.0,4.0,4.0
2022-08-22,1,1,Action Figure,Toys,31,495.69,186.0,6.0,6.0
2022-08-22,2,2,Animal Figures,Toys,17,220.83,51.0,3.0,3.0
2022-08-22,3,3,Barrel O' Slime,Art & Crafts,53,211.47,106.0,2.0,2.0
2022-08-22,4,4,Chutes & Ladders,Games,26,337.74,78.0,3.0,3.0
2022-08-22,5,5,Classic Dominoes,Games,17,169.83,34.0,2.0,2.0
2022-08-22,6,6,Colorbuds,Electronics,237,3552.63,1896.0,8.0,8.0
2022-08-22,7,7,Dart Gun,Sports & Outdoors,25,399.75,100.0,4.0,4.0
2022-08-22,8,8,Deck Of Cards,Games,42,293.58,126.0,3.0,3.0
2022-08-22,10,10,Dinosaur Figures,Toys,32,479.68,128.0,4.0,4.0
2022-08-22,13,13,Gamer Headphones,Electronics,16,335.84,96.0,6.0,6.0
2022-08-22,14,14,Glass Marbles,Games,33,362.67,165.0,5.0,5.0
2022-08-22,15,15,Hot Wheels 5-Pack,Toys,39,233.61,78.0,2.0,2.0
2022-08-22,16,16,Jenga,Games,13,129.87,91.0,7.0,7.0
2022-08-22,17,17,Kids Makeup Kit,Art & Crafts,5,99.94999999999999,30.0,6.0,6.0
2022-08-22,18,18,Lego Bricks,Toys,73,2919.27,365.0,5.0,5.0
2022-08-22,25,25,Playdoh Can,Art & Crafts,126,376.74,126.0,1.0,1.0
2022-08-22,27,27,Playdoh Toolkit,Art & Crafts,31,154.69,31.0,1.0,1.0
2022-08-22,30,30,Rubik's Cube,Games,13,259.87,26.0,2.0,2.0
2022-08-22,31,31,Splash Balls,Sports & Outdoors,56,503.44,56.0,1.0,1.0
2022-08-22,34,34,Toy Robot,Electronics,23,597.77,115.0,5.0,5.0
2022-08-23,1,1,Action Figure,Toys,48,767.52,288.0,6.0,6.0
2022-08-23,3,3,Barrel O' Slime,Art & Crafts,114,454.86,228.0,2.0,2.0
2022-08-23,5,5,Classic Dominoes,Games,4,39.96,8.0,2.0,2.0
2022-08-23,6,6,Colorbuds,Electronics,230,3447.7,1840.0,8.0,8.0
2022-08-23,7,7,Dart Gun,Sports & Outdoors,66,1055.34,264.0,4.0,4.0
2022-08-23,8,8,Deck Of Cards,Games,21,146.79,63.0,3.0,3.0
